Order ID,Order Date,Ship Mode,Customer ID,Customer Name,Segment,State,Region,Category,Sub Category,Product Name,Sales,Quantity,Discount,Profit
CA-2014-139598,12/26/2014,Standard Class,MG-17695,Maureen Gnade,Consumer,Pennsylvania,East,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",18.264,3,0.2,6.1641
CA-2014-139598,12/26/2014,Standard Class,MG-17695,Maureen Gnade,Consumer,Pennsylvania,East,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,34.656,2,0.2,5.6316
CA-2014-139598,12/26/2014,Standard Class,MG-17695,Maureen Gnade,Consumer,Pennsylvania,East,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,81.552,2,0.2,8.1552
CA-2014-139598,12/26/2014,Standard Class,MG-17695,Maureen Gnade,Consumer,Pennsylvania,East,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,227.136,4,0.2,-42.588
CA-2017-117436,6/08/2017,Standard Class,LW-17125,Liz Willingham,Consumer,Connecticut,East,Office Supplies,Binders,Wilson Jones Impact Binders,10.36,2,0,5.0764
CA-2015-140025,4/07/2015,Standard Class,PF-19120,Peter Fuller,Consumer,Texas,Central,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,463.248,8,0.8,-1181.2824
CA-2015-140025,4/07/2015,Standard Class,PF-19120,Peter Fuller,Consumer,Texas,Central,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,383.952,6,0.2,47.994
CA-2016-134222,7/10/2016,Same Day,NZ-18565,Nick Zandusky,Home Office,Arizona,West,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,44.856,6,0.7,-35.8848
CA-2016-140018,11/21/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,Ohio,East,Technology,Machines,Texas Instrument TI-15 Fraction Calculator,30.345,7,0.7,-24.276
CA-2016-140018,11/21/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,Ohio,East,Furniture,Chairs,"Global Value Steno Chair, Gray",127.554,3,0.3,-9.111
CA-2016-140018,11/21/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,Ohio,East,Furniture,Furnishings,"Computer Room Manger, 14""",77.952,3,0.2,15.5904
US-2017-136707,11/12/2017,First Class,JE-15610,Jim Epp,Corporate,California,West,Office Supplies,Binders,Acco 3-Hole Punch,14.016,4,0.2,4.9056
CA-2014-152562,11/01/2014,Standard Class,JO-15145,Jack O'Briant,Corporate,Kentucky,South,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52,2,0,19.4656
CA-2014-152562,11/01/2014,Standard Class,JO-15145,Jack O'Briant,Corporate,Kentucky,South,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",5.64,3,0,1.6356
CA-2016-152408,5/15/2016,Standard Class,TT-21220,Thomas Thornton,Consumer,New York,East,Office Supplies,Binders,Binder Posts,13.776,3,0.2,4.4772
CA-2014-120278,11/07/2014,Standard Class,MS-17365,Maribeth Schnelling,Consumer,Wisconsin,Central,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,245.88,6,0,68.8464
CA-2014-120278,11/07/2014,Standard Class,MS-17365,Maribeth Schnelling,Consumer,Wisconsin,Central,Office Supplies,Storage,Portable Personal File Box,36.63,3,0,9.8901
CA-2014-120278,11/07/2014,Standard Class,MS-17365,Maribeth Schnelling,Consumer,Wisconsin,Central,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58,2,0,5.8708
CA-2014-120278,11/07/2014,Standard Class,MS-17365,Maribeth Schnelling,Consumer,Wisconsin,Central,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",12.39,3,0,5.8233
CA-2017-167661,10/05/2017,Standard Class,MP-18175,Mike Pelletier,Home Office,California,West,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",39.92,5,0.2,13.473
CA-2017-167661,10/05/2017,Standard Class,MP-18175,Mike Pelletier,Home Office,California,West,Office Supplies,Paper,Xerox 1951,61.96,2,0,27.882
CA-2017-167661,10/05/2017,Standard Class,MP-18175,Mike Pelletier,Home Office,California,West,Office Supplies,Binders,Avery Hole Reinforcements,19.936,4,0.2,7.2268
CA-2017-106831,6/01/2017,First Class,FH-14350,Fred Harton,Consumer,Ohio,East,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",3.798,2,0.7,-2.6586
CA-2017-106831,6/01/2017,First Class,FH-14350,Fred Harton,Consumer,Ohio,East,Office Supplies,Paper,Xerox 1924,27.744,6,0.2,10.0572
CA-2017-106831,6/01/2017,First Class,FH-14350,Fred Harton,Consumer,Ohio,East,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,158.376,4,0.4,-34.3148
CA-2017-154123,11/20/2017,Standard Class,SC-20050,Sample Company A,Home Office,Kentucky,South,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,27.58,2,0,11.5836
CA-2016-136049,12/23/2016,Standard Class,NM-18520,Neoma Murray,Consumer,Ohio,East,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",5.553,3,0.7,-4.0722
CA-2017-118402,9/29/2017,Standard Class,JO-15280,Jas O'Carroll,Consumer,Tennessee,South,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,243.92,5,0.2,-54.882
US-2016-139388,11/07/2016,First Class,CC-12475,Cindy Chapman,Consumer,New Jersey,East,Office Supplies,Fasteners,Rubber Band Ball,14.96,4,0,0.2992
US-2014-128685,4/04/2014,First Class,MZ-17515,Mary Zewe,Corporate,California,West,Office Supplies,Binders,Avery Non-Stick Binders,7.184,2,0.2,2.245
CA-2015-124044,7/23/2015,Second Class,MS-17830,Melanie Seite,Consumer,New York,East,Office Supplies,Binders,Acco 3-Hole Punch,10.512,3,0.2,3.6792
CA-2014-164469,6/25/2014,Second Class,GK-14620,Grace Kelly,Corporate,Oregon,West,Technology,Phones,Plantronics 81402,263.96,5,0.2,19.797
CA-2014-164469,6/25/2014,Second Class,GK-14620,Grace Kelly,Corporate,Oregon,West,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",71.632,11,0.2,17.908
CA-2014-164469,6/25/2014,Second Class,GK-14620,Grace Kelly,Corporate,Oregon,West,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.328,1,0.2,0.8162
CA-2014-107818,9/08/2014,Standard Class,MC-17275,Marc Crier,Consumer,Washington,West,Office Supplies,Art,Prang Colored Pencils,5.88,2,0,2.646
CA-2014-107818,9/08/2014,Standard Class,MC-17275,Marc Crier,Consumer,Washington,West,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,5,0.2,121.99
CA-2014-107818,9/08/2014,Standard Class,MC-17275,Marc Crier,Consumer,Washington,West,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",303.84,8,0,91.152
CA-2014-107818,9/08/2014,Standard Class,MC-17275,Marc Crier,Consumer,Washington,West,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,485.88,6,0,19.4352
CA-2014-113320,12/12/2014,Second Class,LH-17155,Logan Haushalter,Consumer,California,West,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",12.54,3,0,4.5144
CA-2014-113320,12/12/2014,Second Class,LH-17155,Logan Haushalter,Consumer,California,West,Office Supplies,Storage,Woodgrain Magazine Files by Perma,8.94,3,0,0.6258
CA-2014-113320,12/12/2014,Second Class,LH-17155,Logan Haushalter,Consumer,California,West,Furniture,Furnishings,Longer-Life Soft White Bulbs,9.24,3,0,4.4352
CA-2015-137526,1/13/2015,Standard Class,PB-19150,Philip Brown,Consumer,California,West,Office Supplies,Binders,Binding Machine Supplies,70.008,3,0.2,24.5028
CA-2015-137526,1/13/2015,Standard Class,PB-19150,Philip Brown,Consumer,California,West,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,0,38.024
CA-2015-137526,1/13/2015,Standard Class,PB-19150,Philip Brown,Consumer,California,West,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",464.85,9,0,92.97
CA-2017-136063,12/15/2017,Standard Class,SS-20140,Saphhira Shifley,Corporate,Illinois,Central,Office Supplies,Art,Newell 307,10.192,7,0.2,1.0192
CA-2016-101546,12/18/2016,Standard Class,GK-14620,Grace Kelly,Corporate,New Jersey,East,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,2,0,843.1706
CA-2014-138940,4/11/2014,Second Class,GM-14455,Gary Mitchum,Home Office,Texas,Central,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,758.352,6,0.2,265.4232
CA-2016-125164,11/10/2016,Standard Class,SH-19975,Sally Hughsby,Corporate,New York,East,Office Supplies,Binders,Canvas Sectional Post Binders,20.368,1,0.2,7.3834
CA-2016-125164,11/10/2016,Standard Class,SH-19975,Sally Hughsby,Corporate,New York,East,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,49.848,3,0.2,16.8237
CA-2017-163531,6/26/2017,Standard Class,SC-20725,Steven Cartwright,Consumer,New York,East,Technology,Phones,Mophie Juice Pack Helium for iPhone,239.97,3,0,67.1916
CA-2017-122490,11/13/2017,Standard Class,TT-21070,Ted Trevino,Consumer,Washington,West,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,2404.704,6,0.2,150.294
CA-2017-122490,11/13/2017,Standard Class,TT-21070,Ted Trevino,Consumer,Washington,West,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,563.024,11,0.2,190.0206
CA-2017-122490,11/13/2017,Standard Class,TT-21070,Ted Trevino,Consumer,Washington,West,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,344.91,3,0,10.3473
CA-2017-122490,11/13/2017,Standard Class,TT-21070,Ted Trevino,Consumer,Washington,West,Office Supplies,Labels,Avery File Folder Labels,8.64,3,0,4.2336
CA-2017-131366,11/24/2017,Standard Class,SC-20440,Shaun Chance,Corporate,Pennsylvania,East,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,89.988,2,0.4,-14.998
CA-2017-131366,11/24/2017,Standard Class,SC-20440,Shaun Chance,Corporate,Pennsylvania,East,Office Supplies,Paper,Xerox 1919,229.544,7,0.2,83.2097
CA-2017-164042,5/23/2017,Standard Class,KL-16645,Ken Lonsdale,Consumer,Texas,Central,Office Supplies,Fasteners,OIC Thumb-Tacks,1.824,2,0.2,0.6156
CA-2017-164042,5/23/2017,Standard Class,KL-16645,Ken Lonsdale,Consumer,Texas,Central,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,18.32,5,0.8,-46.716
CA-2017-164042,5/23/2017,Standard Class,KL-16645,Ken Lonsdale,Consumer,Texas,Central,Office Supplies,Storage,Tennsco Commercial Shelving,48.816,3,0.2,-11.5938
CA-2017-164042,5/23/2017,Standard Class,KL-16645,Ken Lonsdale,Consumer,Texas,Central,Office Supplies,Binders,Storex Dura Pro Binders,1.188,1,0.8,-1.9602
CA-2014-132864,12/02/2014,Standard Class,KN-16390,Katherine Nockton,Corporate,Ohio,East,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,5,0.2,29.95
US-2014-155817,10/03/2014,Standard Class,SL-20155,Sara Luxemburg,Home Office,North Carolina,South,Office Supplies,Storage,Advantus Rolling Drawer Organizers,61.568,2,0.2,4.6176
US-2014-155817,10/03/2014,Standard Class,SL-20155,Sara Luxemburg,Home Office,North Carolina,South,Office Supplies,Art,DIXON Oriole Pencils,6.192,3,0.2,0.4644
US-2016-131891,7/29/2016,First Class,PW-19240,Pierre Wener,Consumer,Florida,South,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",2.214,3,0.7,-1.476
CA-2017-143567,11/02/2017,Second Class,TB-21175,Thomas Boland,Corporate,Kentucky,South,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,5.32,2,0,2.6068
CA-2017-143567,11/02/2017,Second Class,TB-21175,Thomas Boland,Corporate,Kentucky,South,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,4,0,292.776
CA-2017-143567,11/02/2017,Second Class,TB-21175,Thomas Boland,Corporate,Kentucky,South,Technology,Accessories,Logitech diNovo Edge Keyboard,2249.91,9,0,517.4793
CA-2017-143567,11/02/2017,Second Class,TB-21175,Thomas Boland,Corporate,Kentucky,South,Office Supplies,Storage,Super Decoflex Portable Personal File,59.92,4,0,16.7776
CA-2017-104080,3/08/2017,Standard Class,AH-10210,Alan Hwang,Consumer,California,West,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",171.2,5,0.2,64.2
CA-2017-104080,3/08/2017,Standard Class,AH-10210,Alan Hwang,Consumer,California,West,Office Supplies,Art,Newell 323,3.36,2,0,0.8736
CA-2014-151379,12/16/2014,Standard Class,SC-20695,Steve Chapman,Corporate,Michigan,Central,Office Supplies,Paper,Xerox 1929,114.2,5,0,52.532
CA-2016-163167,11/28/2016,Second Class,RF-19345,Randy Ferguson,Corporate,Georgia,South,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",182.67,3,0,52.9743
CA-2016-163167,11/28/2016,Second Class,RF-19345,Randy Ferguson,Corporate,Georgia,South,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,101.7,6,0,6.102
CA-2016-163167,11/28/2016,Second Class,RF-19345,Randy Ferguson,Corporate,Georgia,South,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126.02,3,0,56.301
CA-2016-163167,11/28/2016,Second Class,RF-19345,Randy Ferguson,Corporate,Georgia,South,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",1263.3,6,0,315.825
CA-2016-135776,12/23/2016,Standard Class,EH-13765,Edward Hooks,Corporate,Washington,West,Office Supplies,Art,Newell 317,8.82,3,0,2.5578
CA-2016-135776,12/23/2016,Standard Class,EH-13765,Edward Hooks,Corporate,Washington,West,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,37.94,2,0,18.2112
CA-2016-135776,12/23/2016,Standard Class,EH-13765,Edward Hooks,Corporate,Washington,West,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",4.2,2,0,1.176
CA-2016-135776,12/23/2016,Standard Class,EH-13765,Edward Hooks,Corporate,Washington,West,Office Supplies,Storage,SAFCO Boltless Steel Shelving,227.28,2,0,2.2728
CA-2016-135776,12/23/2016,Standard Class,EH-13765,Edward Hooks,Corporate,Washington,West,Office Supplies,Paper,Xerox 1911,47.9,1,0,22.992
CA-2016-135776,12/23/2016,Standard Class,EH-13765,Edward Hooks,Corporate,Washington,West,Office Supplies,Envelopes,Staple envelope,61.96,2,0,30.3604
CA-2016-135776,12/23/2016,Standard Class,EH-13765,Edward Hooks,Corporate,Washington,West,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,4,0,55.896
US-2014-122021,10/15/2014,First Class,AC-10660,Anna Chung,Consumer,Ohio,East,Furniture,Chairs,Global Italian Leather Office Chair,183.372,2,0.3,-7.8588
US-2014-122021,10/15/2014,First Class,AC-10660,Anna Chung,Consumer,Ohio,East,Office Supplies,Paper,Xerox 1897,7.968,2,0.2,2.8884
CA-2016-130484,8/22/2016,Standard Class,SG-20470,Sheri Gordon,Consumer,Oregon,West,Office Supplies,Binders,GBC Imprintable Covers,26.352,8,0.7,-18.4464
CA-2017-120936,12/17/2017,Standard Class,CA-12310,Christine Abelman,Corporate,California,West,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,481.32,4,0,125.1432
CA-2017-120936,12/17/2017,Standard Class,CA-12310,Christine Abelman,Corporate,California,West,Office Supplies,Supplies,Fiskars Spring-Action Scissors,13.98,1,0,3.6348
CA-2017-110884,3/07/2017,Standard Class,SH-20395,Shahid Hopkins,Consumer,New York,East,Office Supplies,Binders,3M Organizer Strips,25.92,6,0.2,9.072
CA-2017-110884,3/07/2017,Standard Class,SH-20395,Shahid Hopkins,Consumer,New York,East,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",91.59,3,0,42.1314
US-2014-161613,12/01/2014,Second Class,MC-17605,Matt Connell,Corporate,Texas,Central,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,674.058,3,0.3,-19.2588
US-2014-146353,10/14/2014,Second Class,JE-15610,Jim Epp,Corporate,New Hampshire,East,Office Supplies,Binders,Avery Metallic Poly Binders,22.92,4,0,11.0016
US-2014-146353,10/14/2014,Second Class,JE-15610,Jim Epp,Corporate,New Hampshire,East,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,269.9,5,0,16.194
CA-2014-133809,11/18/2014,Second Class,MS-17530,MaryBeth Skach,Consumer,Ohio,East,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,11.808,8,0.7,-8.6592
CA-2014-133809,11/18/2014,Second Class,MS-17530,MaryBeth Skach,Consumer,Ohio,East,Technology,Phones,PNY Rapid USB Car Charger - Black,9.588,2,0.4,-2.0774
CA-2017-127306,1/14/2017,Standard Class,BH-11710,Brosina Hoffman,Consumer,Tennessee,South,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",18.336,3,0.2,6.6468
CA-2017-127306,1/14/2017,Standard Class,BH-11710,Brosina Hoffman,Consumer,Tennessee,South,Office Supplies,Paper,Xerox 1931,36.288,7,0.2,12.7008
CA-2017-127306,1/14/2017,Standard Class,BH-11710,Brosina Hoffman,Consumer,Tennessee,South,Technology,Phones,iHome FM Clock Radio with Lightning Dock,111.984,2,0.2,6.999
CA-2017-127306,1/14/2017,Standard Class,BH-11710,Brosina Hoffman,Consumer,Tennessee,South,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,5.97,5,0.7,-4.577
CA-2017-127306,1/14/2017,Standard Class,BH-11710,Brosina Hoffman,Consumer,Tennessee,South,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,2.508,2,0.7,-1.8392
CA-2015-161830,9/24/2015,Second Class,ME-17725,Max Engle,Consumer,Washington,West,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",35.96,2,0,10.4284
CA-2015-161830,9/24/2015,Second Class,ME-17725,Max Engle,Consumer,Washington,West,Office Supplies,Binders,Avery Hole Reinforcements,14.952,3,0.2,5.4201
CA-2017-163125,10/09/2017,Second Class,MB-17305,Maria Bertelson,Consumer,Texas,Central,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,67.144,7,0.2,5.8751
CA-2017-163125,10/09/2017,Second Class,MB-17305,Maria Bertelson,Consumer,Texas,Central,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,254.058,3,0.3,-32.6646
CA-2016-160304,1/02/2016,Standard Class,BM-11575,Brendan Murry,Corporate,Maryland,East,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",173.94,3,0,38.2668
CA-2016-160304,1/02/2016,Standard Class,BM-11575,Brendan Murry,Corporate,Maryland,East,Technology,Phones,GE 30522EE2,231.98,2,0,67.2742
CA-2017-101728,8/19/2017,Standard Class,SC-20575,Sonia Cooley,Consumer,Illinois,Central,Office Supplies,Binders,Binder Posts,2.296,2,0.8,-3.9032
CA-2017-114055,12/25/2017,Second Class,MH-18115,Mick Hernandez,Home Office,Alabama,South,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,2,0,46.1184
CA-2017-114055,12/25/2017,Second Class,MH-18115,Mick Hernandez,Home Office,Alabama,South,Office Supplies,Fasteners,Assorted Color Push Pins,3.62,2,0,1.1946
CA-2017-114055,12/25/2017,Second Class,MH-18115,Mick Hernandez,Home Office,Alabama,South,Office Supplies,Paper,Xerox 1915,629.1,6,0,301.968
CA-2017-114055,12/25/2017,Second Class,MH-18115,Mick Hernandez,Home Office,Alabama,South,Technology,Phones,AT&T 17929 Lendline Telephone,90.48,2,0,23.5248
CA-2017-126438,9/10/2017,First Class,AR-10345,Alex Russell,Corporate,Massachusetts,East,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",14.88,2,0,3.72
CA-2017-117653,10/19/2017,Standard Class,MO-17500,Mary O'Rourke,Consumer,Illinois,Central,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",91.275,1,0.5,-67.5435
CA-2017-143245,12/01/2017,Standard Class,AD-10180,Alan Dominguez,Home Office,Connecticut,East,Office Supplies,Paper,Xerox 214,19.44,3,0,9.3312
CA-2017-143245,12/01/2017,Standard Class,AD-10180,Alan Dominguez,Home Office,Connecticut,East,Furniture,Chairs,Global Comet Stacking Armless Chair,897.15,3,0,251.202
US-2014-138828,9/02/2014,First Class,KD-16345,Katherine Ducich,Consumer,New York,East,Office Supplies,Art,Newell 324,57.75,5,0,16.17
US-2014-138828,9/02/2014,First Class,KD-16345,Katherine Ducich,Consumer,New York,East,Office Supplies,Paper,Easy-staple paper,14.94,3,0,7.0218
CA-2017-143651,3/25/2017,Standard Class,FM-14215,Filia McAdams,Corporate,Washington,West,Office Supplies,Art,Newell 309,23.1,2,0,6.93
CA-2015-106978,9/28/2015,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,Colorado,West,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",12.536,1,0.2,4.2309
CA-2015-106978,9/28/2015,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,Colorado,West,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08,2,0.7,-0.792
CA-2015-106978,9/28/2015,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,Colorado,West,Office Supplies,Fasteners,Staples,4.512,3,0.2,0.846
CA-2015-155124,3/15/2015,Standard Class,KS-16300,Karen Seio,Corporate,Utah,West,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors",16.776,3,0.2,1.6776
CA-2017-150931,1/06/2017,Standard Class,DP-13390,Dennis Pardue,Home Office,Alabama,South,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,33.74,7,0,15.5204
CA-2014-157147,1/13/2014,Standard Class,BD-11605,Brian Dahlen,Consumer,California,West,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5,0,238.653
CA-2014-157147,1/13/2014,Standard Class,BD-11605,Brian Dahlen,Consumer,California,West,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",333.999,3,0.15,3.9294
CA-2014-157147,1/13/2014,Standard Class,BD-11605,Brian Dahlen,Consumer,California,West,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5,0,6.567
CA-2015-156482,2/06/2015,Standard Class,IL-15100,Ivan Liston,Consumer,Delaware,East,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1268.82,9,0,266.4522
CA-2015-156482,2/06/2015,Standard Class,IL-15100,Ivan Liston,Consumer,Delaware,East,Furniture,Bookcases,"Hon Metal Bookcases, Putty",283.92,4,0,82.3368
CA-2015-156482,2/06/2015,Standard Class,IL-15100,Ivan Liston,Consumer,Delaware,East,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,5.68,2,0,1.7608
CA-2017-106782,12/21/2017,Standard Class,LP-17095,Liz Preis,Consumer,Indiana,Central,Office Supplies,Storage,Tennsco Single-Tier Lockers,375.34,1,0,18.767
CA-2016-151372,9/05/2016,First Class,JH-15985,Joseph Holt,Consumer,California,West,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,2,0,46.1184
CA-2016-151372,9/05/2016,First Class,JH-15985,Joseph Holt,Consumer,California,West,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",11.68,2,0.2,3.942
CA-2016-151372,9/05/2016,First Class,JH-15985,Joseph Holt,Consumer,California,West,Office Supplies,Fasteners,Advantus Push Pins,4.36,2,0,1.7876
CA-2014-102085,10/04/2014,Standard Class,JD-16015,Joy Daniels,Consumer,Washington,West,Office Supplies,Labels,Avery 519,29.24,4,0,13.7428
CA-2017-107125,11/27/2017,Standard Class,BD-11320,Bill Donatelli,Consumer,California,West,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,117.488,7,0.2,41.1208
CA-2017-107125,11/27/2017,Standard Class,BD-11320,Bill Donatelli,Consumer,California,West,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84,3,0,6.0288
CA-2016-125815,10/28/2016,Second Class,DL-13330,Denise Leinenbach,Consumer,New York,East,Office Supplies,Art,BIC Brite Liner Highlighters,12.42,3,0,5.2164
CA-2015-144190,6/09/2015,Standard Class,NC-18415,Nathan Cano,Consumer,Michigan,Central,Office Supplies,Paper,Xerox 1995,12.96,2,0,6.2208
CA-2017-117926,12/08/2017,Second Class,AS-10225,Alan Schoenberger,Corporate,California,West,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,69.48,1,0,20.844
CA-2015-153906,3/16/2015,Standard Class,MS-17980,Michael Stewart,Corporate,New York,East,Technology,Phones,Plantronics MX500i Earset,85.9,2,0,2.577
CA-2014-160262,6/09/2014,Second Class,TS-21205,Thomas Seio,Corporate,Nevada,West,Office Supplies,Art,DIXON Oriole Pencils,18.06,7,0,4.6956
CA-2014-160262,6/09/2014,Second Class,TS-21205,Thomas Seio,Corporate,Nevada,West,Office Supplies,Paper,Xerox 1909,79.14,3,0,36.4044
CA-2014-160262,6/09/2014,Second Class,TS-21205,Thomas Seio,Corporate,Nevada,West,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",37.4,2,0,14.212
CA-2015-127607,3/20/2015,Standard Class,JK-15730,Joe Kamberova,Consumer,Texas,Central,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,2.512,2,0.8,-4.396
CA-2015-127607,3/20/2015,Standard Class,JK-15730,Joe Kamberova,Consumer,Texas,Central,Office Supplies,Fasteners,Staples,18.864,9,0.2,6.1308
CA-2016-166226,11/18/2016,Standard Class,TC-21535,Tracy Collins,Home Office,California,West,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,61.192,1,0.2,6.1192
CA-2016-166226,11/18/2016,Standard Class,TC-21535,Tracy Collins,Home Office,California,West,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,67.84,1,0,18.3168
CA-2014-156587,3/07/2014,First Class,AB-10015,Aaron Bergman,Consumer,Washington,West,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",48.712,1,0.2,5.4801
CA-2014-156587,3/07/2014,First Class,AB-10015,Aaron Bergman,Consumer,Washington,West,Office Supplies,Art,Newell 330,17.94,3,0,4.6644
CA-2014-156587,3/07/2014,First Class,AB-10015,Aaron Bergman,Consumer,Washington,West,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3,0,4.8588
CA-2016-141180,5/15/2016,Second Class,DP-13000,Darren Powers,Consumer,Florida,South,Office Supplies,Binders,GBC Instant Report Kit,7.764,4,0.7,-5.176
CA-2015-109708,5/25/2015,Second Class,CY-12745,Craig Yedwab,Corporate,Tennessee,South,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,467.04,4,0.2,58.38
CA-2015-122406,8/02/2015,Second Class,BE-11455,Brad Eason,Home Office,Rhode Island,East,Technology,Phones,Plantronics MX500i Earset,128.85,3,0,3.8655
